REGISTERED TOURISM FACILITIES  DATABASE AS AT SEPTEMBER 2022 ,,,,,,,,,,
CODE,PROVINCE,AREA,NAME OF FACILITY,ADDRESS,EMAIL,TELEPHONE,GRADE,EMPL,CAP,ROOMS
SCA 0033,Mat North,Victoria Falls,Lokuthula Lodges and Boma Place of Eating,"Stand No 471Squire Cumming Rd Vic Falls. P.O. Box29, Victoria Falls",reservations@lokuthula.co.zw,013 44714/44717/41979,Comfort,,,
SCA 0034,Mash West,Kariba ,Cerruti Lodges,"Federico Cerruti Stand 705 Charara Kariba - P O Box GD 88, Greendale, Harare. ",cerruti@pci.co.zw,04-870149,Standard  ,,10,5
SCA 0049,Mat North,Victoria Falls,Pennywise Cottages,248 Kingsway – P O Box 49 Victoria Falls – S T Makwembere,pwe@mweb.co.zw,083 2841376,Standard,,,
SCA 0056,Mash West,Chirundu,Tiger Safaris (Pvt) Ltd,"Stand 548 - P O Box 1, Chirundu – M M Reed",booktigersafaris@gmail.com,"063-7-633,0778 020 699,0773 645 484",Standard,5,10,10
SCA 0058,Mash West,Kariba ,Tamarind Lodges,T Nyamurera - 784 Baobab Ridge Kariba,info@tamarindlodges.co.zw,02612146618,Standard,,16,10
SCA 0074,Manicaland,Nyanga ,Seldomseen Holiday Cottages,"P O Box BW 53 Borrowdale, Harare - S L Wesley",,0772 219 204,Standard,,,
SCA 0075,Harare,Harare,Eden Villas,54 Eighth Street Harare – P O Box CY 443 Causeway Harare – R T Makoni ,blessing@lorimak.co.zw,0242 250930,Comfort,13,36,18
SCA 0082,Manicaland,Honde Valley,Aberfoyle Lodge ,"S Sebastian - P.Bag 1020,Hauna",management@aberfoylelodge.com,0772 355 864,Standard,,,
SCA 0090,Mash West,Kariba ,Mpakwe Lodge ,"No. 22 Nzou Safari Lodges, Charara, - P O Box 40 G Gawa Kariba ",baobab@zol.co.zw ,0775 837 296,Standard,,10,5
SCA 0096,Bulawayo,Bulawayo,Dwala Safaris,"D G Stephens - Besna Kobila Farm, Matobo Rural District –18 Chapman Road Burnside  Bulawayo  ",dwala.safaris@gmail.com,0772 221 223,,,20,10
SCA 0098,Harare,Harare,The Rhino Lodge," D M Maposa70 Selous Avenue, Harare",promie24@yahoo.com,0774 019 832,No Star Rating,6,,
SCA 0102,Harare,Harare,Chivero Camp,P .O.Box CY 140 Causeway Harare,natparks@africaonline.co.zw ,062 3367 /2329,Standard,,80,40
SCA 0103,,Darwendale,Darwendale Camp,"P. Bag 200, Dawendale ",natparks@africaonline.co.zw,(04) 792786-9/706077,,,8,4
SCA 0106,Mat North,Hwange,Hwange Main Camp,Parks & Wildlife Management Authority – P O Box CY 140 Causeway Harare,natparks@africaonline.co.zw,018 - 686,Standard,,124,62
SCA 0108,Mash East,Zambezi,Zambezi Camp,"P.O Box CY140, Causeway, Harare",natparks@africaonline.co.zw,04 707624-9,Standard,,80,40
SCA 0109,Mat South,Matopos,Maleme Rest Camp- Matobo,"P.O Box CY140, CY,Hre-Crnr Borrowdale Rd/P Bag K5142 Byo",natparks@africaonline.co.zw,0838 257/8,Standard,,128,32
SCA 0110,Masvingo,Masvingo,Kyle Camp,"Parks and Wildlife Mngt Authority, Cnr Borrowdale Rd and Sandringham Dr, P.O Box CY 140, Causeway , Harare/ P Bag 9136 Masvingo  ",natparks@africaonline.co.zw,04-707624-9,Standard,,32,15
SCA 0111,Manicaland,Nyanga,Nyanga-Rhodes Camp,"P.O.Box CY 140 Causeway, Harare. Or P Bag 2050 Nyanga",natparks@africaonline.co.zw,0298 384/274,Standard,,36,18
SCA 0112,Harare,Harare,Osborne Camp ,"Parks and Wildlife Mngt, Cnr Borrowdale Rd and Sandringham Dr, P.O Box CY 140, Causeway , Harare/ P  Bag Q 7761 Mutare  ",natparks@africaonline.co.zw,020-42345/42144,,,8,4
SCA 0113,Manicaland,Vumba,Vumba Camp,"P.O Box CY 140 Causeway, Harare",natparks@africaonline.co.zw,020-65249,Standard,,8,4
SCA 0114,Mash West,Kariba ,Nyanyana Camp,"PWMA – P O Box CY 140 Causeway, Harare/  P Bag 2002 Kariba",natparks@africaonline.co.zw,061 2898 / 2257,,,12,6
SCA 0115,Mash East,Mana Pools ,Mana Pools Camp,"PWMA – P O Box CY 140 Causeway, Harare/  P Bag 2061 Karoi",natparks@africaonline.co.zw ,063 533 / 538,,,24,10
SCA 0117,Manicaland,Nyanga,Nyanga Udu Camp,PWMA – P O Box CY 140 Causeway Harare,natparks@africaonline.co.zw ,029-8-384/274,Standard,,90,36
SCA 0121,Harare,Harare,Mabalauta Camp,"P.O Box CY 140 Causeway, Harare",natparks@africaonline.co.zw,(04) 792786-9/706077,,,28,14
SCA 0126,,Ngezi,Ngezi Camp,"Ngezi Recreational Park-P Bag 8046 Kwekwe - P.O Box CY140, Causeway, Harare",natparks@africaonline.co.zw,04 707624,,,18,9
SCA 0130,Mash West,Kariba,10 Wild Heritage Lodges ,"M W Freeman - 10 Wild Heritage Complex Charara,Kariba",gsavory@zol.co.zw,0772 161 768,Standard,1,18,3
SCA 0133,Bulawayo,Bulawayo,Granite Park  lodges ,C Moore. 3 Laidlaw Close Burniside Bulawayo ,gl@yoafrica.com,"0774 999 337/8,04 790 762/3,02716788",Standard,,20,10
SCA 0138,Harare,Harare,NEC Food Family Villas,"K.Machekano Nhongo-170 Robert Mugabe Rd, Harare",fjena@necfood.co.zw,"09 242379, 240995",Comfort,,,18
SCA 0139,Harare,Harare,S.G Luxury Apartments & Lodges,"Dr S. Guramatunhu-8 Cambridge Road, Avondale Harare",sologura@africaonline.co.zw,0242 333136,comfort,19,,24
SCA 0145,Manicaland,Vumba ,The Summer Place Vumba ,Luxon Zembe- Woodlands Road Vumba Mutare,"info@managementsolutions.co.zw,lzembe@managementsolutions.co.zw",04 231761-3,,4,,
SCA 0149,Mash West,Kariba,6 Wlid Heritage (Debera Farm),"P. Seaman, J. Seaman- 6 Wild Heritage, Charare, 22 Kingsmead Rd, Borrowdale Harare",patrick@handleycross.net,"0242 751 339,0777 001 217",Standard,,6,3
SCA 0151,Mat South,Beitbridge,Mother's Lodge ,F Ncube - Stand 3889 Shule Shule Beitbridge.,florencencube5@gmail.com,"04 487419,487848,0772 398 461",No Star Rating,6,48,24
SCA 0152,Harare,Harare,Premier Guest Lodge,Calvin M & Bhekhimpilo Mpofu - 3 Byron Way Hillside Harare.,premierguest2@gmail.com,0772 870 814,Standard,3,12,10
SCA 0158,Manicaland,Nyanga ,Wild Nyanga Cottages,Bernard & Juliet Cragg -  Mutarazi Falls Lot 16 of Pamushana Remainder of Pungwe Falls Nyanga ,wildnyanga@gmail.com,0715 366 126,Standard,4,8,4
SCA 0159,Harare,Harare,Lanark Road Apartments ,"John Edward Dennis - 38 Lanark Road, Avondale, Harare ",johndennis.dennis@gmail.com,"09 230021/ 0712 608 505, 0712 862 468/0712 636676",Standard 2 Star,,8,4
SCA 0162,Bulawayo,Bulawayo,Mukela Lodge,"G Holland - 7 Fraser Rd, Richmond, Bulawayo",,09 244427/28/30,,3,,
SCA 0167,Harare,Harare,Livingstone Apartments ,A K Jumbe - 73 Livingstone Avenue &7th Street Harare.,jumbe@zol.co.zw,0772 600 300,Standard,7,36,18
SCA 0172,Harare,Harare,Villa Prince ,Shakespear Pilime 14662 Highway Road Ridgeview Belvedere Harare,spilime@aoint1.com,0772 439 910,,3,14,7
SCA 0178,Manicaland,Nyanga,Blue Haze Cottages,"Maximillian & Hildergard Musvaya 50 Blue Haze, Juliasdale, Nyanga",rugare@hilmax.co.zw,0712 400 956,,4,,
SCA 0179,Harare,Harare,Brightcasle Apartments and Holiday Homes,Tsitsi and Mathias Chinyandura - 142 Samora Machel avenue Harare,brightcastleproperties@gmali.com,09 78015 / 09 67792,Standard,10,32,8
SCA 0183,Harare,Harare,Sahwira Events & Leisure Unit 14 Hampton,P Mataranyika 34 Baines Avenue Harare ,TAONA.MAKONI@nyaradzo.co.zw,0717 401 156,Standard 2 Star ,2,6,3
SCA 0184,Harare,Harare,Sahwira Events & Leisure Unit 2 Adylin,P Mataranyika 2 Adylin Road Marlborough Harare ,TAONA.MAKONI@nyaradzo.co.zw,0717 401 156,Standard 2 Star ,2,6,3
SCA 0185,Harare,Harare,Sahwira Events & Leisure Unit 9 Ostrich Gardens ,P Mataranyika 9 Ostrich Gardens 6 Cambridge Road Newlands Harare ,TAONA.MAKONI@nyaradzo.co.zw,0717 401 156,Comfort,2,6,3
SCA 0186,Harare,Harare,Sahwira Events & Leisure Unit 12 Ostrich Gardens ,P Mataranyika - 12 Ostrich Gardens  6 Cambridge Road Newlands Harare ,TAONA.MAKONI@nyaradzo.co.zw,0717 401 156,Comfort,2,6,3
SCA 0187,Harare,Harare,Sahwira Events & Leisure Unit 5 Ostrich Gardens ,P Mataranyika -5 Ostrich Gardens 6 Cambridge Road Newlands Harare ,TAONA.MAKONI@nyaradzo.co.zw,0717 401 156,Comfort,2,6,3
SCA 0188,Harare,Harare,Sahwira Events & Leisure Unit 14 Ostrich Gardens ,P Mataranyika - 14 Ostrich Gardens 6 Cambridge Road Newlands Harare ,TAONA.MAKONI@nyaradzo.co.zw,0717 401 156,Comfort,2,6,3
SCA 0199,Manicaland,Nyanga,Far and Wide - Wild Winds Guest House,"6 Wild Winds Little Conemara, Nyanga",vitusvenustus@icloud.com,0772 511 500,,1,,
SCA 0200,Bulawayo,Bulawayo,Blue Hills Camp,Charlie Nare  Hlompho - Lot 19 A Woodlands Umzingwane,bluehillscamp@gmail.com,0717 401 156,Standard,5,9,6
SCA 0201,Mat North,Victoria Falls ,S L Rossiter Investments  Ltd ,Lisa & Steven Rossiter - 587A Syringa Road Victoria Falls ,victoriafalls@mosaicdestinations.com,0776 013 903,,3,4,2
SCA 0202,Mat North,Victoria Falls ,Chitova Guest House,N H Nyamandi - 1040 Aerodrome Victoria Falls ,lisah@promatkefinancial.com,0784 309 188,Standard,4,8,4
SCA 0203,Mash West,Kariba,Samanyanga Resort,"1139 Boabab Ridge, Kariba",shereniresort@gmail.com,0772 295 632,No Star,,26,
SCA 0204,Manicaland,Nyanga,Sebakwe Dam,PWMA – P O Box CY 140 Causeway Harare,natparks@africaonline.co.zw ,029-8-384/274,Standard,,90,36
SCA 0205,Mat South,Beitbridge,Munandi Apartments,"Tinashe Murangandi - 1610 Impala Extension, Beitbridge",bookings@munandicapital.co.zw,773591200,,4,15,11
SCA 0206,Midlands ,Kwekwe,Msasa Apartments,"K Marimira - 4350 Buddelia Street, Msasa Park, Kwekwe",msasalodges@gmail.com,0780683622/0777365858,,6,32,16
SCA 0207,Mash West,Kariba,Lwizi Legacy Group T/A Karibana,Benedict T Kabasa - 842 Mica Point Kariba,benkabasa@ilovekaribna.com,778086500,,3,12,3
SCA 0208,Manicaland,Vumba ,Sahwira Events And Lifestyle - Sisygium Cottage,P Mataranyika - Woodlands Road Vumba,TAONA.MAKONI@nyaradzo.co.zw,0717 401 156,,1,,
SCA 0209,Manicaland,Vumba ,Sahwira Events And Lifestyle - Brachystegia Cottage,P Mataranyika - Woodlands Road Vumba,TAONA.MAKONI@nyaradzo.co.zw,0717 401 156,,1,,
SCA 0210,Manicaland,Nyanga ,Nyanga Holiday Home,Glenda Tapfura - Lot 1 Stand 3 Sanyanga Gardens Mutasa District Nyanga ,glenda@smartadventuresafari.co.zw,0775 707 360,,,,
SCA 0212,Bulawayo,Bulawayo,Bulawayo All Suites,F Ngwenya - Cnr 6th Avenue Samuel Parirenyatwa Bulawayo,francis.n.ngwenya@gmail.com,0772 207 496,Standard,9,,
TOUR OPERATORS ,,,,,,,,,,
TOP 0048,Harare,Harare,Southern Africa Touring Services,"27 Wembley Crescent, Eastlea, Harare",gordon@sats.co.zw,0242 776840,,14,,
TOP 0053,Mat North,Victoria Falls ,Batoka  Safaris ," J Gould 644 Mahogany Drive  Victoria Falls P O Box 130, Victoria Falls",gm@tourservzim.co.zw,"04 443441, 0772 434 330",,,,22
TOP 0082,Mat North,Victoria Falls,Africa Exodus Safaris,422 Pioneer Rd P O Box 161 Victoria Falls -E T Mutseyekwa ,exodus@telcovic.co.zw,"0772 432 234,774270/6/8",,,,
TOP 0117,Mat North,Victoria Falls,African Eagle Zimbabwe,"273 Adams Stander, Elephants Walk Shopping Centre-P.O.Box CT 17, Victoria Falls ",faith@aez.co.zw,083 2843501,,,,
TOP 0136,Harare,Harare,Sikiliza Adventure,Nathalis Calonne - 3 Rye Hill Road Greystone PArk-P O Box 200 Greendale Harare,sikiliza@zol.co.zw,"09 467598,0713 032 515,0776 998 306",,8,,
TOP 0162,Harare,Harare,Showman Tours and Leasure Services,C Nhokwara - Courtney Hotel Cnr Selous /8th Street Harare,showmantours@gmail.com,"0772 378 775, 0772 330 633",,3,,
TOP 0173,Harare,Harare,Joel Travel and Tours,"1st Floor, Social Security Centre, Parklane, Harare",joeltrav@ecoweb.co.zw,0772 568 832,,4,,
TOP 0180,Mat North,Victoria Falls,Premdest Shuttle & Touring Company,Wengayi Nhau -2 Robert Mugabe Way /Rotten Row Harare,ops@premdest.com,"0771929914,",,5,,
TOP 0204,Mat North,Victoria Falls,Shearwater Tours,"Allen Roberts - Shop 2/3 Sopers Arcade Parkway Drive, Victoria Falls ",reservations@shearwatervf.com,0773 461 716,,,,
TOP 0215,Mat North,Victoria Falls,Africa Travel Tours,"L Machipisa-248 kingsway Victoria Falls , P O Box CT 604 Vic Falls",info@africatravelvicfalls.com,08328 45017/8,,4,,
TOP 0216,Mat North,Victoria Falls,Pearls Gallery and Tours,I Muranganwa-Office no 5 Elephant Walk Adam Stander Drive Victoria Falls ,pearls@iwayafrica.co.zw,0712 708 204,,2,,
TOP 0224,Mat North,Victoria Falls,Mayelane Tours,529 Reynard Road Victoria Falls ,info@mayelanevictoriafalls.com,08328 40061,,3,,
TOP 0235,Mat North,Victoria Falls,Victoria Falls Tour Link,"692,Victoria Falls",o,013-43475,,,,
TOP 0236,Mat North,Victoria Falls,Underneath Trading,R B Goatley - P O Box 288 Victoria Falls,dominicm@wilderness.co.zw,0832843371/3,,,,
TOP 0239,Harare,Harare,Glory Tours,Phillip Chiyangwa - 160 Enterprise Road Highlands Harare,philip.chiyangwa@gmail.com,"0242 498040,0772 411 242,0733 411 971",,27,,
TOP 0255,Harare,Harare,Premier Holiday & Destination Mgmnt Co,"24 Cleveland Ave,Milton Park,Harare",holidays@premier.co.zw,0778219209,,,,
TOP 0258,Harare,Harare,African Sun Zimbabwe,"54 Parklane,Harare",campionmu@africansun.co.zw,"04 250500/4 / 04 747059, 0772 274 924,0772 871 940",,,,
TOP 0269,Bulawayo,Bulawayo,Tailormade Safaris,"27 Duncan Rd,Surburbs,Bulawayo",,020 62584,,,,
TOP 0271,Harare,Harare,Shuttle Direct, Mr J.FALKENBERG and Mr.I PUTTER 7 John Plagis Ave New Alexandra Park Harare,amanda@earth.co.zw,0773 295 475,,,,
TOP 0272,Mat North,Victoria Falls,African Coast Travel & Tours,"L MoyoShop No. 18 Landela Complex, Victoria Falls",info@africancoasttravel.com,0774 011 364,,,,
TOP 0275,Harare,Harare,Sasana Tours & Safaris,"B Sande - 2 Arlington, J. Nkomo Rd, Harare.P O Box 3677 Harare.",tours@sasana.co.zw,"0775 251 983, 0242 575431",,24,,
TOP 0276,Mat North,Victoria Falls,African Zeal Travel And Tours,"Angus K Pumpe - 376 Squire Cumming Road, Victoria Falls","info@africanzeal.tours,angus@acaciazim.co.zw","0787 129 339 ,0779 438 778, 0242 744114",,2,,
TOP 0282,Mash West,Kariba,Hersov Tours,"Stand 2263,Batonga,Kariba",kangomat@gmail.com,"0774 296 352,04 442720/1",,,,
TOP 0287,Bulawayo,Bulawayo,Silwane Tours & Safaris,"No. 6/7 Chandos Place, Colenbrander, Northend Shopping Centre",silwanetours@rocketmail.com,"0772573730,0778 580 577,0719 580 577",,,,
TOP 0290,Mat North,Victoria Falls,Khanondo Safaris And Tours,"O Mpofu - 573 Inyathi Road,Victoria Falls",khanondo@yahoo.com,09 79310/ 09 79366,,,,
TOP 0294,Mat South,Matopos,ZimSafaris,"John S Burton.The Farm House, Kezi Road Matopo",Alistair@zimsafaris.co.uk,09 61340,,,,
TOP 0295,Harare,Harare,Tembo Expeditions,W.Hoefnagels-17 Neil Avenue Msasa Harare,tembo2@hotmail.com/ tembo@zol.co.zw,"0774342648,480042",,,,
TOP 0302,Mat North,Victoria Falls,Acacia Safaris & Adventure Tours,"376 Squire Cumming Road, Victoria Falls",info@accaciazim.co.zw,880449/ 870521,,,,
TOP 0307,Harare,Harare,Live Rock Trading,"Barry Rawlings, Kevin Liddle-17 Neil Ave, Msasa Harare",barry@africanencounter.org,0775 925 021,,,,
TOP 0310,Mat North,Victoria Falls,Victable Investments,Enerst Moyo - 6068 Mkhosana Victoria Falls ,ernestmoyo1961@gmail.com,0772 942 911,,,,
TOP 0316,Mat North,Victoria Falls ,Perusaha  Travel & Tours ,"Fanela Banda , 6042 Mkhosana  Township Victoria Falls. ",fanybandazozo@yahoo.com ,0712 733 734 ,,,,
TOP 0317,Mat North,Victoria Falls ,Ingugama Tours and Safaris ,Nhlanhla Mguni  - 5935 Mkhosana Victoria Falls ,info@ingugamatours.com,"0779 527 747, 0774 702 350",,,,
TOP 0320,Mat North,Victoria Falls ,Tatenda Safaris ,Mrs Gunda. 541 Reynard Road P O Box 105 Victoria Falls ,tatendasafaris@yahoo.com ,013-43349,Comfort,,,
TOP 0321,Bulawayo,Bulawayo ,Zulu Safaris ,Vanele Moyo 34 Leander Avenue Hillside Bulawayo. ,ntoe780@yahoo.com ,013-42537,,,,
TOP 0328 ,Harare,Harare,City Link Coaches (Pvt) Ltd,"J.Matapure- 2nd Floor BB House, Cnr Samora Machel/Leopold Takawira Street, Harare",jmatapure@gmail.com,04 700237,,32,,
TOP 0334,Mash West,Selous,Saruwe Travel and Tours ,Phillip Dobinson- Ngezi mine Raod Selous P O Box 35 Selous.,reservations@chengeta.com,0772 568 834,,,,
TOP 0339,Mat North,Victoria Falls,Miombo Woodlands Safaris t/a Bushtracks Zimbabwe,"Solomon Makwembere ,Christopher  Tett & Russel Gammon-287 Miles Road P O Box Victoria Falls ",ops@bushtrackssfrica.com,02182345176,,22,12,
TOP 0348,Harare,Harare,Concept Tours ,J Mukambachaza - 151 Sam Nunjoma Street Cnr Duthie Road Belgravia Harare,conceptadmin@gmail.com,"0242 707194,0772 869 569",,3,,
TOP 0351,Harare,Harare,Traverze Travel & Tours,Z. Mutunzi-1 Kenny Road Avondale Harare,info@traverzetravel.co.ze,0719 239 230,,,,
TOP 0352,Harare,Harare,Heritage Expeditions (Pvt) Ltd ,"T.Madziwanyika -1 Pennefather Avenue, Samora Machel Ave West, Harare",reservations@rtg.co.zw,"04 2934314/5,04 794433,0777 054 257",,,,
TOP 0355,Mat North,Victoria Falls,Amazing Victoria Falls ,"Cornelius Mpofu, 5249 Mkhosana Township, Victoria falls",marketing@amazingvicfalls.com,0777 897 922,,2,,
TOP 0359,Harare,Harare,Tours Inclusive ,"Maxwell Chengeta- Office A1, Suite No 6 Centre WingOne Union Ave Building, 1 Nkwame Nkruma Harare. Zimbabwe.",marketing@toursinclusive.co.zw ,"0772 846023,0733 766 247",,,,
TOP 0363,Harare,Harare,Tendra Travel &Tours Pvt Ltd ,Rugare Kaondera - 165 Kwame Nkruma Avenue Harare Cnr 8th Street Harare.,tendratraveltours@gmail.com,09 74475/ 0712916703,,3,22,
TOP 0364,Harare,Harare,Famba Afrika Travel & Tours ,"R Gumbo & Hwengwere, 15 shortheath Road Chisitite Harare",reservations@fambaafrika.com,0774 106 714,,4,15,
TOP 0367,Mat North,Victoria Falls ,Siavonga Enterprises Pvt Ltd t/a Safari Logistics ,Beks Ndlovu - Office 9 Bata Building Cnr Livingstone Way & Parkway Victoria Falls. ,accounts@shamisa.co.zw/ accounts@africanbushcampds.com,0772 126 987,,11,30,
TOP 0375,Mat North,Victoria Falls,Falcon Safaris,Hamilton Mandizvidza- 545 Reynard oad Victoria Falls ,info@falconsafaris.com,08328 41840/1,,3,,
TOP 0379,Mat North,Victoria falls ,Pobwe Tours and Transfers ,B Khumalo - Stand No 6511 Mkhosana T/Ship Victoria Falls ,pobwereservations2015@gmail.com,0832843451,,3,7,
TOP 0380,Mat North,Victoria Falls,Love for Africa,"Blessing Munyenyiwa-355 Gibson  Road, Victoria Falls",res1@love-for-africa.com,013 46005/0779555505,,12,52,
TOP 0382,Harare,Harare,Min Taxes,"M&R Kwindima-22 Auld Crescent, Eastlea Harare ",info@mintaxis.co.zw,0772 840 619,,40,,
TOP 0383,Mat North,Victoria Falls,D K Tours and Safaris,"W Musaidzi - 5280 Mkhosana Township, Victoria Falls",info@dktoursandsafaris.co.zw,0772250124,,3,,
TOP 0384,Harare,Harare,Packer Travel & Tours ,P Nherudzo -2 A Tweed Road Eastlea Harare ,patience.nherudzo@gmail.com,0242 495439,,9,,
TOP 0391,Mat North,Victoria Falls ,Vision Of Africa Travel and Tours,John Rwodzi - 7615 Mkhosana Township Victoria Falls ,jrwodzi78@yahoo.com,0712 728 020,,1,,
TOP 0392,Mat North,Matetsi Unit 7,The Cold Chain ,John Steward Mathews Gardiner -Matetsi Unit 7 Off Kazungula Road Victoria Falls ,grahamj@coldchainzimbabwe.com,0772 409 827,Standard,18,13,
TOP 0397,Harare,Harare,Meikles Hospitality Pvt Ltd ,"Jason Moyo Avenue/Third Street - P O Box 594, Harare",communicationsmgr@meikles.com,0242 707721,Five Star,,,
TOP 0398,Bulawayo,Bulawayo,Elgiboh Travel Agent,"Kholakele Ngwenya - Office 03 Forestry Commission Building, 71 Fife Street, Bulawayo",info@elgibohtravel.com,0772 321 894,,3,30,
TOP 0400,Harare,Harare,Do Afrika Travel and Tours ,Hazel Mushava & Yvonne Mapika - 8 Leslie Close Greendale North Harare,reservations@doafrika.com,0778 007410,,1,,
TOP 0404,Harare,Harare,Hualong Safaris of Zimbabwe,"Libo Song & Qin Yupeng - 154 Mutare Road, Msasa , Harare.",hualong@mweb.co.zw,"486292/ 486936,0733719 579,0775 265 068,0732 123 666",,5,10,
TOP 0407,Mat North,Victoria Falls ,Focus Tours and Travel,Mate M Hlahla - 6573 Mkosana Victoria falls ,"bashemi75@gmail.com,luckymate73@gmail.com","0712 757 205,0713 199 087,0775 107 870",Standard,2,,
TOP 0409,Mat North,Victoria Falls,Zimbabwe China Touring Services,"477 Marula Crescent, Victoria Falls",jacarandalodge@163.com,0832844730,,6,,
TOP 0410,Mat North,Victoria Falls ,Intondolo Safaris and Tours,Nkululeko Moyo - 7644 Mkhosana Victoria Falls ,nkuem@intondolosafaris.com,0783 227 758,Standard,2,,
TOP 0411,Harare,Harare,Wild Africa Travel ,Ke Zhao & Liu Xiuxiang - 92C East Road Belgravia Harare,wildafricatravelzim@gmail.com,"0772 871 956, 0242 339511/13",Standard,7,60,
TOP 0412,Mat North,Victoria Falls ,Ultimate Safaris,T & S Dhliwayo - 877 Aerodrome  Victoria Falls ,ultimatesafaris@gmail.com,"0773 478 713,013 2846265",,2,7,
TOP 0421,Mat North,Victoria Falls ,The Cold Chain - Signature Africa,"J S M Gardiner - 1367 Pioneer Road, Victoria Falls ",office@signatureafrica.co.zw,083 2841415,,4,15,
TOP 0424,Mat North,Victoria Falls,Sheppy Tours & Transfers,S Makamure-7288 Mkhosana Township Victoria Falls ,sheppytours@gmail.com,0772 617 270,,4,,
TOP 0425,Mat North,Victoria Falls,Inkwazi Tours & Transfers,O Mwembe- 6045 Mkhosana T/Ship Victoria Falls,olivermwembe@gmail.com,"0772 388 538,0712 590 742",,3,,
TOP 0426,Mat North,Victoria Falls,Escape To Adventure Safaris,"H Muronga-280 Holland Road, Victoria Falls",info@escapetoadventuresafaris.com,09 24065,,,,
TOP 0431,Mat North,Victoria Falls,Zambezi Expedition Travel & Tours,Oscar Ndhlovu- Shop 9 Landela Complex Victoria Falls,reservations@zambeziexpedition.co.zw,"0242 43874 , 0772656259",,3,7,
TOP 0439,Harare,Harare,Lindezi Travel & Tours,Chipo Rugara - 184 Mutare Road Msasa Harare,info@lindezi.co.zw,0776 715 593,,10,,
TOP 0446,Mat North,Victoria falls,Mangethe Safaris and Tours,Nomusa Khumalo - 767 aerodrome Vctoria falls,mangethesafaris@gmail.com,0784 957 216,,2,,
TOP 0447,Mat North,Victoria Falls,Rukoko Safaris,Sam Mushandu - 1698 Low Density Area Victoria Falls ,sam@rukokosafariss.com,0779 621 499,,1,,
TOP 0448,Mat North,Victoria Falls ,Absolut Tours & Safaris ,P Murwira - 719 Syringa Road Victoria Falls ,thomasd@absoluttours.com,0783 511 887,,8,16,
TOP 0449,Harare,Harare,Pamushana Africa Transport,Tafadzwa & Memory Mandaza - 4 Trent Cresent Avonlea Harare,wecare@pamushana@gmail.com,0773 205 674,,5,14,
TOP 0460,Mat North,Victoria Falls ,Wild Spoor Safaris,Lewis Mangaba - 5309 Mkhosana Township Victoria Falls ,lewismangaba@gmail.com,"04 708661/5,08677004110",,3,7,
TOP 0470,Mat North,Victoria Falls ,Victoria Falls  Emmanuel Tours & Transfers,Mthabisi Ncube - 5362 Mkhosana Township Victoria Falls ,emmanueltaxis@yahoo.com,08384716/7,,2,,
TOP 0473,Mash East,Wedza,Wanaka Trading Pvt  Ltd,"R M Currie -  Imire Rhino and Wildlife Conservation,Bridge Road Hwedza.P Bag 3750 Marondera.","rcurrie@saiwit.com,donation@imire.co.zw",0772 248 512,,5,,
